conformer_id,energy
930,-82.43015529
931,-82.43304381
932,-82.43325903
933,-82.43325178
934,-82.42749923
935,-82.42727377
936,-82.42723397
937,-82.43298892
938,-82.42752414
939,-82.42996022
940,-82.42760931
941,-82.42841912
942,-82.42724028
943,-82.42721423
944,-82.43312913
945,-82.43045181
946,-82.42724985
947,-82.43157675
948,-82.42845117
949,-82.43326534
950,-82.43064218
951,-82.43305756
952,-82.42670073
953,-82.42762504
954,-82.4280006
955,-82.430414
956,-82.42917195
957,-82.4299023
958,-82.42736203
959,-82.42726351
960,-82.43047638
961,-82.43049185
962,-82.43226343
963,-82.43235479
964,-82.43225872
965,-82.42912811
966,-82.42803136
967,-82.43059121
968,-82.42986518
969,-82.43305872
970,-82.43299605
971,-82.4322223
972,-82.4283964
973,-82.43047176
974,-82.42737967
975,-82.42872125
976,-82.43122623
977,-82.42986237
978,-82.43230621
979,-82.42887801
980,-82.42863246
981,-82.42682841
982,-82.42886791
983,-82.42740182
984,-82.43179676
985,-82.42881723
986,-82.43115925
987,-82.42979043
988,-82.42569442
989,-82.42971899
990,-82.42568667
991,-82.43125979
992,-82.42859517
993,-82.42812812
994,-82.43126873
995,-82.43127071
996,-82.43126289
997,-82.42563895
998,-82.43126148
999,-82.42560718
1000,-82.43126854
1001,-82.4257106
1002,-82.43208686
1003,-82.43125293
1004,-82.43001443
1005,-82.43108969
1006,-82.42566005
1007,-82.42968859
1008,-82.43057555
1009,-82.43070147
1010,-82.43177221
1011,-82.43071728
1012,-82.43070253
1013,-82.42726049
1014,-82.43071888
1015,-82.43177069
1016,-82.42563903
1017,-82.43071893
1018,-82.42727282
1019,-82.4272521
1020,-82.42729398
1021,-82.4272746
1022,-82.42729531
1023,-82.43070545
1024,-82.43071775
1025,-82.43188183
1026,-82.42734913
1027,-82.43072121
1028,-82.4312692
1029,-82.43057092
1030,-82.43072422
1031,-82.43002347
1032,-82.42574694
1033,-82.42565917
1034,-82.42822081
1035,-82.42802107
1036,-82.4317969
1037,-82.42812412
1038,-82.42726462
1039,-82.42985673
1040,-82.43049067
1041,-82.42990957
1042,-82.43126944
1043,-82.42825218
1044,-82.42825707
1045,-82.43000226
1046,-82.4301983
1047,-82.43010427
1048,-82.43020258
1049,-82.43018237
1050,-82.43012363
1051,-82.43017514
1052,-82.4300927
1053,-82.4299192
1054,-82.43126777
1055,-82.43012796
1056,-82.43012696
1057,-82.43012255
1058,-82.43012861
1059,-82.43012831
1060,-82.43012677
1061,-82.43012133
1062,-82.43013256
1063,-82.43013178
1064,-82.42995812
1065,-82.42570801
1066,-82.43116478
1067,-82.42570493
1068,-82.43181772
1069,-82.42821915
1070,-82.43321711
1071,-82.4300101
1072,-82.43176138
1073,-82.4268593
1074,-82.42985382
1075,-82.43043006
1076,-82.43306536
1077,-82.42726328
1078,-82.42666803
1079,-82.42757112
1080,-82.43178427
1081,-82.42916104
1082,-82.42757736
1083,-82.42863738
1084,-82.43175918
1085,-82.42613851
1086,-82.42809507
1087,-82.43178587
1088,-82.43322688
1089,-82.4307044
1090,-82.42799206
1091,-82.42605247
1092,-82.42989286
1093,-82.42850242
1094,-82.42871541
1095,-82.429929
1096,-82.4287716
1097,-82.43174532
1098,-82.42832565
1099,-82.42724944
1100,-82.42982015
1101,-82.43176041
1102,-82.42748896
1103,-82.43178608
1104,-82.428592
1105,-82.42726908
1106,-82.42710722
1107,-82.430576
1108,-82.43119756
1109,-82.43120134
1110,-82.43114962
1111,-82.43067582
1112,-82.43119161
1113,-82.43118615
1114,-82.43118626
1115,-82.43115218
1116,-82.43128218
1117,-82.43127617
1118,-82.43128237
1119,-82.43128681
1120,-82.43128165
1121,-82.43110868
1122,-82.43044314
1123,-82.43117769
1124,-82.4257071
1125,-82.43173204
1126,-82.43322636
1127,-82.43019077
1128,-82.42986032
1129,-82.42817171
1130,-82.4309491
1131,-82.42754057
1132,-82.43112224
1133,-82.43126218
1134,-82.43118522
1135,-82.43290542
1136,-82.4312271
1137,-82.43126743
1138,-82.43124641
1139,-82.42986952
1140,-82.43003994
1141,-82.42726503
1142,-82.43126093
1143,-82.42977281
1144,-82.42986987
1145,-82.4296181
1146,-82.42987302
1147,-82.42988186
1148,-82.42962059
1149,-82.42962408
1150,-82.42992239
1151,-82.43123211
1152,-82.42605652
1153,-82.42602062
1154,-82.42991236
1155,-82.42992167
1156,-82.42848669
1157,-82.42965636
1158,-82.42979444
1159,-82.42907497
1160,-82.42693026
1161,-82.43178149
1162,-82.42986832
1163,-82.42999333
1164,-82.42744159
1165,-82.43010953
1166,-82.43123483
1167,-82.43107473
1168,-82.42980957
1169,-82.42853929
1170,-82.43163347
1171,-82.42976653
1172,-82.43032081
1173,-82.43097294
1174,-82.43041925
1175,-82.43037638
1176,-82.43037319
1177,-82.43127088
1178,-82.43123593
1179,-82.43036971
1180,-82.42990587
1181,-82.4299421
1182,-82.43122331
1183,-82.43045106
1184,-82.42983849
1185,-82.4298385
1186,-82.42869175
1187,-82.42977211
1188,-82.4280048
1189,-82.42859382
1190,-82.43012253
1191,-82.43127033
1192,-82.42687182
1193,-82.42975219
1194,-82.42975435
1195,-82.42975135
1196,-82.42975229
1197,-82.42974901
1198,-82.42976402
1199,-82.42871573
1200,-82.42872541
1201,-82.428707
1202,-82.42866861
1203,-82.42674345
1204,-82.4287135
1205,-82.42790639
1206,-82.42790869
1207,-82.42790564
1208,-82.42791447
1209,-82.427914
1210,-82.42786822
1211,-82.4303973
1212,-82.42803159
1213,-82.42803194
1214,-82.42799165
1215,-82.42797063
1216,-82.4279687
1217,-82.42797905
1218,-82.42796054
1219,-82.42796706
1220,-82.42797053
1221,-82.42798498
1222,-82.42792437
1223,-82.42795956
1224,-82.42796709
1225,-82.42797109
1226,-82.42796082
1227,-82.42792881
1228,-82.42956328
1229,-82.42958092
1230,-82.429641
1231,-82.42959471
1232,-82.42868817
1233,-82.42990334
1234,-82.42975751
1235,-82.42771886
1236,-82.4277202
1237,-82.42773244
1238,-82.42772178
1239,-82.42772953
1240,-82.42769674
1241,-82.42769456
1242,-82.42756845
1243,-82.42770343
1244,-82.42769307
1245,-82.42795581
1246,-82.42793734
1247,-82.42795733
1248,-82.42801808
1249,-82.42797262
1250,-82.43027211
1251,-82.42797096
1252,-82.42806315
1253,-82.42771405
1254,-82.43053985
1255,-82.43053826
1256,-82.43037652
1257,-82.42986091
1258,-82.43015
1259,-82.43049444
1260,-82.43119046
1261,-82.43010407
1262,-82.43036837
1263,-82.4305746
1264,-82.4279059
1265,-82.42798749
1266,-82.43118373
1267,-82.43038071
1268,-82.42949205
1269,-82.42984739
1270,-82.4306709
1271,-82.43098774
1272,-82.42787044
1273,-82.42764686
1274,-82.42979538
1275,-82.43070343
1276,-82.43323497
1277,-82.4307185
1278,-82.42793426
1279,-82.42793264
1280,-82.42611208
1281,-82.42692638
1282,-82.42597859
1283,-82.42598609
1284,-82.42599764
1285,-82.42599712
1286,-82.42599172
1287,-82.42602324
1288,-82.42605019
1289,-82.42602745
1290,-82.4260555
1291,-82.42599092
1292,-82.42602762
1293,-82.42597399
1294,-82.42604878
1295,-82.42594852
1296,-82.42594591
1297,-82.42595353
1298,-82.42595234
1299,-82.42598553
1300,-82.42751416
1301,-82.42590373
1302,-82.42979273
1303,-82.42899068
1304,-82.42980552
1305,-82.43298818
1306,-82.42796403
1307,-82.42588212
1308,-82.42723863
1309,-82.42710488
1310,-82.42718056
1311,-82.42719416
1312,-82.42719447
1313,-82.42723159
1314,-82.42718871
1315,-82.43122791
1316,-82.42570918
1317,-82.42982642
1318,-82.42595418
1319,-82.42974204
1320,-82.4299216
1321,-82.42904925
1322,-82.42904195
1323,-82.42903638
1324,-82.42903591
1325,-82.43017565
1326,-82.42881701
1327,-82.42874157
1328,-82.42889534
1329,-82.4261353
1330,-82.43133481
1331,-82.42997659
1332,-82.42888346
1333,-82.42971609
1334,-82.42992133
1335,-82.4279838
1336,-82.42977835
1337,-82.42966535
1338,-82.42766645
1339,-82.42986529
1340,-82.43012248
1341,-82.42980794
1342,-82.42878041
1343,-82.42984942
1344,-82.42981785
1345,-82.42977259
1346,-82.42620397
1347,-82.42987409
1348,-82.42880746
1349,-82.42965059
1350,-82.42983905
1351,-82.42989021
1352,-82.43069313
1353,-82.42873305
1354,-82.42902923
1355,-82.42787653
1356,-82.42713447
1357,-82.42705287
1358,-82.42715068
1359,-82.43020243
1360,-82.43325077
1361,-82.43326516
1362,-82.43327322
1363,-82.42825873
1364,-82.43327562
1365,-82.42799151
1366,-82.43326225
1367,-82.43326887
1368,-82.43159428
1369,-82.42988604
1370,-82.42707228
1371,-82.42714895
1372,-82.4312806
1373,-82.43326169
1374,-82.43107297
1375,-82.43065608
1376,-82.42769775
1377,-82.42970943
1378,-82.43067152
1379,-82.42602561
1380,-82.43314475
1381,-82.4282704
1382,-82.4313087
1383,-82.4308509
1384,-82.43118781
1385,-82.430699
1386,-82.42827983
1387,-82.43017825
1388,-82.43036884
1389,-82.43091219
1390,-82.43091447
1391,-82.43091241
1392,-82.4301659
1393,-82.42785559
1394,-82.42982392
1395,-82.430883
1396,-82.43021145
1397,-82.42762122
1398,-82.42762595
1399,-82.42759509
1400,-82.42761821
1401,-82.4276258
1402,-82.4276326
1403,-82.42989665
1404,-82.43294372
1405,-82.43310055
1406,-82.43310866
1407,-82.4318839
1408,-82.43306789
1409,-82.43310481
1410,-82.43311619
1411,-82.43061369
1412,-82.43060898
1413,-82.43056889
1414,-82.42875127
1415,-82.43062625
1416,-82.43067286
1417,-82.43127227
1418,-82.4308848
1419,-82.42980229
1420,-82.42985544
1421,-82.42769445
1422,-82.43068164
1423,-82.42817862
1424,-82.42815059
1425,-82.42617813
1426,-82.4280424
1427,-82.42804213
1428,-82.42824407
1429,-82.42805484
1430,-82.42991122
1431,-82.42805295
1432,-82.42803295
1433,-82.43280398
1434,-82.43207889
1435,-82.42819168
1436,-82.42812421
1437,-82.42882707
1438,-82.4278912
1439,-82.42708764
1440,-82.42814803
1441,-82.4331003
1442,-82.43069127
1443,-82.42619365
1444,-82.42883023
1445,-82.42838167
1446,-82.43285837
1447,-82.42814586
1448,-82.42833327
1449,-82.42837653
1450,-82.43308225
1451,-82.42812608
1452,-82.4331267
1453,-82.42883044
1454,-82.42813151
1455,-82.42794947
1456,-82.42853122
1457,-82.42880206
1458,-82.42929998
1459,-82.42604279
1460,-82.43312367
1461,-82.42721181
1462,-82.42567261
1463,-82.43123336
1464,-82.43152653
1465,-82.42569568
1466,-82.43181548
1467,-82.42839625
1468,-82.42601969
1469,-82.4260617
1470,-82.42703962
1471,-82.43116961
1472,-82.42812357
1473,-82.42602118
1474,-82.42961
1475,-82.426068
1476,-82.4271965
1477,-82.43119683
1478,-82.43063574
1479,-82.43068222
1480,-82.43113593
1481,-82.4332698
1482,-82.43070809
1483,-82.42619197
1484,-82.42963894
1485,-82.43070846
1486,-82.42972032
1487,-82.42368493
1488,-82.43070427
1489,-82.42555481
1490,-82.43070833
1491,-82.42873784
1492,-82.4316169
1493,-82.42616307
1494,-82.42376505
1495,-82.42739861
1496,-82.43060962
1497,-82.43125908
1498,-82.43029052
